DocID,Vendor,TransactionDate,GRNDate,Amount,Currency,Amount_GBP
2000000343,Nexus Logistics,2024-11-06,2024-11-11,8460.43,CAD,4907.05
2000000344,ABC Supplies,2024-11-28,2024-11-26,20138.17,EUR,17117.44
2000000345,Nexus Logistics,2024-11-08,2024-11-07,13905.33,CAD,8065.09
2000000346,Green Energy Co,2024-11-12,2024-11-16,6751.52,USD,5333.7
2000000347,Green Energy Co,2024-11-12,2024-11-10,21382.47,USD,16892.15
2000000348,Green Energy Co,2024-12-22,2024-12-24,16355.62,USD,12920.94
2000000349,Fast Travel,2024-12-09,2024-12-14,20126.96,EUR,17107.92
2000000350,Titan Manufacturing,2024-11-17,2024-11-20,16805.25,EUR,14284.46
2000000351,Starlight Media,2024-11-26,2024-12-01,11413.34,AUD,5934.94
2000000352,Apex Consulting,2024-12-05,2024-12-09,2710.45,AUD,1409.43
2000000353,Nexus Logistics,2025-01-18,2025-01-18,11135.6,AUD,5790.51
2000000354,Fast Travel,2024-11-06,2024-11-09,24345.16,USD,19232.68
2000000355,ABC Supplies,2025-01-03,2025-01-02,7622.22,AUD,3963.55
2000000356,Fast Travel,2025-01-01,2025-01-03,4140.86,USD,3271.28
2000000357,TechFlow Solutions,2024-12-02,2024-12-06,7739.3,GBP,7739.3
2000000358,Starlight Media,2024-11-10,2024-11-08,13078.66,CAD,7585.62
2000000359,Green Energy Co,2024-12-23,2024-12-22,11884.08,CAD,6892.77
2000000360,TechFlow Solutions,2024-12-16,2024-12-18,14846.41,CAD,8610.92
2000000361,BluePrints,2024-11-15,2024-11-20,4899.03,USD,3870.23
2000000362,Green Energy Co,2024-11-06,2024-11-05,10698.16,EUR,9093.44
2000000363,Nexus Logistics,2025-01-15,2025-01-20,19055.18,AUD,9908.69
2000000364,Titan Manufacturing,2024-12-04,2024-12-07,24184.63,USD,19105.86
2000000365,Global Office,2024-11-24,2024-11-23,18802.22,CAD,10905.29
2000000366,TechFlow Solutions,2025-01-26,2025-01-25,11128.07,GBP,11128.07
2000000367,BluePrints,2024-12-21,2024-12-20,825.96,AUD,429.5
2000000368,Apex Consulting,2025-01-28,2025-02-01,21785.12,CAD,12635.37
2000000369,Apex Consulting,2024-12-09,2024-12-12,17421.23,AUD,9059.04
2000000370,TechFlow Solutions,2024-11-12,2024-11-12,3810.29,USD,3010.13
2000000371,Fast Travel,2024-11-03,2024-11-04,21545.79,USD,17021.17
2000000372,Apex Consulting,2025-01-23,2025-01-23,16418.63,AUD,8537.69
2000000373,Starlight Media,2024-11-25,2024-11-24,7872.49,AUD,4093.69
2000000374,ABC Supplies,2024-12-31,2025-01-04,1034.51,USD,817.26
2000000375,ABC Supplies,2025-01-29,2025-02-03,24114.74,AUD,12539.66
2000000376,BluePrints,2024-12-28,2024-12-29,5432.79,CAD,3151.02
2000000377,Green Energy Co,2024-11-07,2024-11-10,692.92,AUD,360.32
2000000378,Green Energy Co,2025-01-03,2025-01-05,1406.92,AUD,731.6
2000000379,Apex Consulting,2025-01-05,2025-01-10,6181.69,GBP,6181.69
2000000380,Starlight Media,2024-11-03,2024-11-07,14621.88,CAD,8480.69
2000000381,Fast Travel,2024-12-05,2024-12-09,22283.94,GBP,22283.94
2000000382,Apex Consulting,2025-01-19,2025-01-22,11483.97,AUD,5971.66
2000000383,BluePrints,2024-11-21,2024-11-23,18292.12,AUD,9511.9
2000000384,Nexus Logistics,2024-12-27,2024-12-28,12937.08,CAD,7503.51
2000000385,Nexus Logistics,2025-01-17,2025-01-22,3713.38,EUR,3156.37
2000000386,Green Energy Co,2024-12-24,2024-12-27,20001.33,USD,15801.05
2000000387,Titan Manufacturing,2024-11-27,2024-11-29,17422.09,GBP,17422.09
2000000388,Apex Consulting,2024-11-17,2024-11-17,5387.36,CAD,3124.67
2000000389,Apex Consulting,2024-11-13,2024-11-17,23604.84,AUD,12274.52
2000000390,TechFlow Solutions,2024-12-01,2024-12-02,14142.35,GBP,14142.35
2000000391,Nexus Logistics,2024-12-04,2024-12-07,17084.73,USD,13496.94
2000000392,Starlight Media,2024-11-05,2024-11-04,8774.5,GBP,8774.5
2000000393,Titan Manufacturing,2024-11-30,2024-11-29,14268.55,AUD,7419.65
2000000394,TechFlow Solutions,2024-12-14,2024-12-17,19349.66,CAD,11222.8
2000000395,TechFlow Solutions,2024-11-20,2024-11-19,17806.92,AUD,9259.6
2000000396,Apex Consulting,2024-11-15,2024-11-14,19650.48,CAD,11397.28
2000000397,Fast Travel,2025-01-11,2025-01-09,12928.99,USD,10213.9
2000000398,Fast Travel,2024-11-27,2024-11-30,4347.3,EUR,3695.2
2000000399,Apex Consulting,2025-01-04,2025-01-09,18447.52,GBP,18447.52
2000000400,ABC Supplies,2025-01-22,2025-01-25,8697.88,USD,6871.33
2000000401,Fast Travel,2024-11-26,2024-12-01,24256.1,GBP,24256.1
2000000402,Global Office,2024-12-31,2025-01-03,7525.58,USD,5945.21
2000000403,Fast Travel,2024-12-05,2024-12-08,18022.39,AUD,9371.64
2000000404,Nexus Logistics,2025-01-20,2025-01-21,4214.47,CAD,2444.39
2000000405,Green Energy Co,2024-11-30,2024-11-30,20143.33,AUD,10474.53
2000000406,Green Energy Co,2024-12-29,2025-01-01,23621.64,AUD,12283.25
2000000407,ABC Supplies,2024-11-02,2024-11-01,2577.07,EUR,2190.51
2000000408,Green Energy Co,2024-11-22,2024-11-26,2005.97,GBP,2005.97
2000000409,ABC Supplies,2025-01-13,2025-01-11,24454.46,CAD,14183.59
2000000410,TechFlow Solutions,2024-12-24,2024-12-28,22201.68,CAD,12876.97
2000000411,TechFlow Solutions,2025-02-01,2025-02-04,22776.16,GBP,22776.16
2000000412,TechFlow Solutions,2025-01-07,2025-01-07,17657.23,AUD,9181.76
2000000413,Global Office,2025-01-09,2025-01-14,17588.04,AUD,9145.78
2000000414,Global Office,2024-12-09,2024-12-08,1405.77,EUR,1194.9
2000000415,Green Energy Co,2025-02-01,2025-02-01,13251.51,CAD,7685.88
2000000416,TechFlow Solutions,2024-11-28,2024-11-27,13035.95,EUR,11080.56
2000000417,Starlight Media,2024-12-14,2024-12-14,1073.83,CAD,622.82
2000000418,Titan Manufacturing,2024-12-04,2024-12-05,20889.61,EUR,17756.17
2000000419,Green Energy Co,2025-01-04,2025-01-03,18433.66,EUR,15668.61
2000000420,TechFlow Solutions,2025-01-20,2025-01-23,3533.42,GBP,3533.42
2000000421,Apex Consulting,2024-12-09,2024-12-07,11602.11,USD,9165.67
2000000422,Titan Manufacturing,2025-01-12,2025-01-13,9083.26,EUR,7720.77
2000000423,Titan Manufacturing,2025-01-26,2025-01-26,18001.6,CAD,10440.93
2000000424,Global Office,2024-11-14,2024-11-17,13153.07,USD,10390.93
2000000425,Nexus Logistics,2024-12-29,2024-12-28,4090.55,AUD,2127.09
2000000426,Green Energy Co,2024-11-11,2024-11-10,2023.74,USD,1598.75
2000000427,Apex Consulting,2024-11-28,2024-12-03,2412.78,CAD,1399.41
2000000428,Green Energy Co,2025-01-15,2025-01-19,21864.36,CAD,12681.33
2000000429,Apex Consulting,2025-01-21,2025-01-25,24914.54,AUD,12955.56
2000000430,Green Energy Co,2024-11-21,2024-11-21,12891.75,AUD,6703.71
2000000431,Apex Consulting,2024-11-17,2024-11-16,17514.53,AUD,9107.56
2000000432,Apex Consulting,2024-11-05,2024-11-05,23629.7,EUR,20085.24
2000000433,Fast Travel,2025-01-17,2025-01-21,3203.24,EUR,2722.75
2000000434,Titan Manufacturing,2024-12-08,2024-12-06,13308.05,GBP,13308.05
2000000435,Nexus Logistics,2024-12-10,2024-12-13,7929.87,AUD,4123.53
2000000436,BluePrints,2024-11-19,2024-11-19,19702.92,AUD,10245.52
2000000437,BluePrints,2024-12-10,2024-12-12,5781.75,AUD,3006.51
2000000438,BluePrints,2024-11-16,2024-11-19,2155.33,GBP,2155.33
2000000439,Green Energy Co,2025-01-01,2025-01-03,14361.22,EUR,12207.04
2000000440,Green Energy Co,2024-12-31,2024-12-31,19167.81,CAD,11117.33
2000000441,Apex Consulting,2024-12-28,2025-01-02,4150.07,EUR,3527.56
2000000442,Fast Travel,2025-01-19,2025-01-23,9987.26,AUD,5193.38
2000000443,Nexus Logistics,2025-01-09,2025-01-07,23972.95,AUD,12465.93
2000000444,TechFlow Solutions,2025-01-22,2025-01-21,21715.86,GBP,21715.86
2000000445,Titan Manufacturing,2025-01-20,2025-01-22,14245.59,GBP,14245.59
2000000446,Starlight Media,2024-11-11,2024-11-12,23901.62,CAD,13862.94
2000000447,Titan Manufacturing,2024-11-07,2024-11-08,18888.69,CAD,10955.44
2000000448,BluePrints,2024-11-16,2024-11-16,24078.23,EUR,20466.5
2000000449,Global Office,2024-12-02,2024-12-07,2573.87,CAD,1492.84
2000000450,Titan Manufacturing,2024-12-12,2024-12-16,14927.88,AUD,7762.5
2000000451,BluePrints,2024-12-14,2024-12-18,4922.45,GBP,4922.45
2000000452,Starlight Media,2024-12-11,2024-12-15,6800.86,GBP,6800.86
2000000453,Fast Travel,2025-01-09,2025-01-09,7491.12,USD,5917.98
2000000454,TechFlow Solutions,2024-11-12,2024-11-12,8016.46,AUD,4168.56
2000000455,ABC Supplies,2024-11-08,2024-11-11,4945.72,GBP,4945.72
2000000456,TechFlow Solutions,2024-12-20,2024-12-19,8341.02,AUD,4337.33
2000000457,Nexus Logistics,2024-12-04,2024-12-08,23568.65,GBP,23568.65
2000000458,BluePrints,2024-11-26,2024-11-27,18927.28,CAD,10977.82
2000000459,Global Office,2025-01-03,2025-01-07,23759.25,EUR,20195.36
2000000460,BluePrints,2024-12-11,2024-12-16,14051.47,GBP,14051.47
2000000461,Apex Consulting,2024-11-04,2024-11-08,16021.76,GBP,16021.76
2000000462,TechFlow Solutions,2025-01-10,2025-01-09,6534.74,CAD,3790.15
2000000463,ABC Supplies,2024-12-09,2024-12-13,11426.57,CAD,6627.41
2000000464,Global Office,2024-11-19,2024-11-22,13740.77,USD,10855.21
2000000465,Global Office,2025-01-08,2025-01-12,24053.13,CAD,13950.82
2000000466,Apex Consulting,2024-11-06,2024-11-04,20409.77,CAD,11837.67
2000000467,TechFlow Solutions,2025-01-23,2025-01-23,513.3,AUD,266.92
2000000468,TechFlow Solutions,2025-01-16,2025-01-18,21067.45,AUD,10955.07
2000000469,Nexus Logistics,2025-01-20,2025-01-21,14836.4,CAD,8605.11
2000000470,TechFlow Solutions,2024-11-06,2024-11-06,18609.98,CAD,10793.79
2000000471,Fast Travel,2024-12-09,2024-12-08,10184.97,GBP,10184.97
2000000472,ABC Supplies,2025-02-01,2025-02-03,22017.84,USD,17394.09
2000000473,Titan Manufacturing,2025-01-04,2025-01-07,22156.32,EUR,18832.87
2000000474,TechFlow Solutions,2025-01-30,2025-02-04,7188.82,EUR,6110.5
2000000475,Nexus Logistics,2024-11-27,2024-12-02,23995.32,EUR,20396.02
2000000476,BluePrints,2025-01-28,2025-01-28,16337.86,GBP,16337.86
2000000477,Titan Manufacturing,2024-12-31,2024-12-29,22585.4,USD,17842.47
2000000478,Green Energy Co,2025-01-11,2025-01-16,19180.4,CAD,11124.63
2000000479,Fast Travel,2025-01-23,2025-01-22,13696.91,AUD,7122.39
2000000480,Fast Travel,2024-12-16,2024-12-20,20772.94,EUR,17657.0
2000000481,Green Energy Co,2024-11-23,2024-11-21,3556.71,EUR,3023.2
2000000482,Global Office,2024-12-27,2024-12-25,5927.26,GBP,5927.26
2000000483,TechFlow Solutions,2025-01-27,2025-01-30,5192.04,CAD,3011.38
2000000484,TechFlow Solutions,2025-01-31,2025-02-01,6239.32,AUD,3244.45
2000000485,Nexus Logistics,2024-11-05,2024-11-07,12574.53,CAD,7293.23
2000000486,Global Office,2024-11-01,2024-11-02,24614.46,AUD,12799.52
2000000487,Fast Travel,2024-12-06,2024-12-11,4676.69,USD,3694.59
2000000488,Titan Manufacturing,2025-01-26,2025-01-26,2101.34,USD,1660.06
2000000489,Fast Travel,2024-11-17,2024-11-19,23372.3,USD,18464.12
2000000490,Starlight Media,2024-12-06,2024-12-07,21267.85,GBP,21267.85
2000000491,Starlight Media,2025-01-18,2025-01-20,17176.67,AUD,8931.87
2000000492,BluePrints,2024-12-25,2024-12-23,21419.57,EUR,18206.63
2000000493,Green Energy Co,2024-12-23,2024-12-25,3482.08,CAD,2019.61
2000000494,Apex Consulting,2025-01-03,2025-01-06,13172.79,GBP,13172.79
2000000495,Global Office,2024-11-07,2024-11-09,23000.59,CAD,13340.34
2000000496,Apex Consulting,2024-12-11,2024-12-09,10100.54,EUR,8585.46
2000000497,Fast Travel,2025-01-13,2025-01-11,24761.48,USD,19561.57
2000000498,Green Energy Co,2024-11-10,2024-11-11,5323.48,EUR,4524.96
2000000499,TechFlow Solutions,2024-11-09,2024-11-08,1182.88,AUD,615.1
2000000500,BluePrints,2025-01-15,2025-01-18,21092.44,USD,16663.03
2000000501,Fast Travel,2024-12-31,2025-01-01,23990.67,GBP,23990.67
2000000502,Nexus Logistics,2025-01-06,2025-01-07,23616.92,CAD,13697.81
2000000503,Titan Manufacturing,2024-12-27,2024-12-26,15821.04,CAD,9176.2
2000000504,Fast Travel,2024-11-11,2024-11-09,22959.5,AUD,11938.94
2000000505,Nexus Logistics,2025-01-28,2025-01-27,19674.83,GBP,19674.83
2000000506,Apex Consulting,2024-11-08,2024-11-10,15463.1,AUD,8040.81
2000000507,Fast Travel,2024-11-14,2024-11-12,14201.82,EUR,12071.55
2000000508,Green Energy Co,2024-12-22,2024-12-21,15623.9,AUD,8124.43
2000000509,Global Office,2025-01-16,2025-01-14,11608.58,AUD,6036.46
2000000510,Green Energy Co,2025-01-19,2025-01-18,8820.6,GBP,8820.6
2000000511,Apex Consulting,2025-01-06,2025-01-09,14901.43,GBP,14901.43
2000000512,Fast Travel,2024-11-02,2024-11-01,15025.72,USD,11870.32
2000000513,Titan Manufacturing,2024-11-17,2024-11-19,9207.08,AUD,4787.68
2000000514,Titan Manufacturing,2024-12-27,2024-12-27,6457.24,GBP,6457.24
2000000515,BluePrints,2024-11-17,2024-11-19,14820.8,CAD,8596.06
2000000516,Nexus Logistics,2024-12-10,2024-12-10,4111.52,EUR,3494.79
2000000517,Titan Manufacturing,2024-12-14,2024-12-16,9536.33,GBP,9536.33
2000000518,Starlight Media,2025-01-15,2025-01-15,1904.28,CAD,1104.48
2000000519,Starlight Media,2024-11-07,2024-11-11,8923.49,USD,7049.56
2000000520,Global Office,2024-11-09,2024-11-12,5139.21,AUD,2672.39
2000000521,Apex Consulting,2025-01-16,2025-01-19,21374.21,CAD,12397.04
2000000522,Nexus Logistics,2025-01-18,2025-01-20,10758.03,USD,8498.84
2000000523,Fast Travel,2024-12-29,2024-12-27,12650.3,GBP,12650.3
2000000524,Global Office,2025-01-28,2025-01-29,11930.15,USD,9424.82
2000000525,Global Office,2025-01-01,2025-01-04,20278.15,AUD,10544.64
2000000526,Global Office,2024-12-22,2024-12-22,20739.07,GBP,20739.07
2000000527,Nexus Logistics,2024-11-02,2024-11-01,9268.22,CAD,5375.57
2000000528,Fast Travel,2024-11-19,2024-11-21,11290.0,CAD,6548.2
2000000529,Nexus Logistics,2024-11-06,2024-11-04,5378.51,EUR,4571.73
2000000530,ABC Supplies,2024-11-29,2024-12-01,18111.5,EUR,15394.77
2000000531,Starlight Media,2024-12-02,2024-12-02,5301.7,USD,4188.34
2000000532,TechFlow Solutions,2024-11-13,2024-11-11,20870.42,USD,16487.63
2000000533,Green Energy Co,2025-01-23,2025-01-22,8790.39,USD,6944.41
2000000534,TechFlow Solutions,2024-12-29,2024-12-30,9556.2,EUR,8122.77
2000000535,ABC Supplies,2025-01-07,2025-01-11,22020.5,GBP,22020.5
2000000536,Fast Travel,2024-11-19,2024-11-19,19975.0,USD,15780.25
2000000537,Starlight Media,2024-12-19,2024-12-22,8289.81,AUD,4310.7
2000000538,Global Office,2024-11-06,2024-11-07,21433.67,EUR,18218.62
2000000539,ABC Supplies,2024-12-12,2024-12-13,1804.84,EUR,1534.11
2000000540,ABC Supplies,2025-01-05,2025-01-10,5626.32,GBP,5626.32
2000000541,Apex Consulting,2025-01-24,2025-01-23,4602.12,AUD,2393.1
2000000542,Starlight Media,2024-12-18,2024-12-23,13212.86,USD,10438.16
2000000543,Nexus Logistics,2025-01-31,2025-02-03,13374.15,AUD,6954.56
2000000544,Apex Consulting,2024-12-31,2025-01-02,14739.07,CAD,8548.66
2000000545,BluePrints,2024-11-27,2024-11-28,22424.67,AUD,11660.83
2000000546,Global Office,2024-12-21,2024-12-22,7996.98,AUD,4158.43
2000000547,Titan Manufacturing,2024-11-21,2024-11-24,6735.97,GBP,6735.97
2000000548,ABC Supplies,2024-11-11,2024-11-13,11390.38,EUR,9681.82
2000000549,Global Office,2025-01-14,2025-01-12,11898.7,CAD,6901.25
2000000550,Nexus Logistics,2024-12-25,2024-12-30,11955.0,AUD,6216.6
2000000551,Nexus Logistics,2025-01-03,2025-01-06,7188.98,GBP,7188.98
2000000552,ABC Supplies,2024-12-27,2024-12-28,7007.81,GBP,7007.81
2000000553,Nexus Logistics,2024-11-11,2024-11-13,21143.78,CAD,12263.39
2000000554,Starlight Media,2025-01-22,2025-01-21,19753.9,USD,15605.58
2000000555,Fast Travel,2024-11-16,2024-11-15,9325.8,CAD,5408.96
2000000556,Global Office,2024-12-13,2024-12-14,17040.13,EUR,14484.11
2000000557,TechFlow Solutions,2025-01-27,2025-01-29,5170.74,CAD,2999.03
2000000558,ABC Supplies,2025-01-31,2025-02-02,709.08,EUR,602.72
2000000559,TechFlow Solutions,2024-12-15,2024-12-19,23672.47,CAD,13730.03
2000000560,BluePrints,2024-12-31,2024-12-31,21703.92,USD,17146.1
2000000561,Global Office,2025-02-01,2025-02-02,12123.74,CAD,7031.77
2000000562,Titan Manufacturing,2025-01-10,2025-01-15,18201.5,AUD,9464.78
2000000563,Nexus Logistics,2024-11-11,2024-11-14,21222.14,AUD,11035.51
2000000564,Green Energy Co,2024-11-27,2024-12-02,11524.31,CAD,6684.1
2000000565,BluePrints,2024-12-18,2024-12-18,14648.96,USD,11572.68
2000000566,TechFlow Solutions,2024-11-02,2024-11-07,20354.83,EUR,17301.61
2000000567,Nexus Logistics,2024-11-29,2024-12-03,10930.12,AUD,5683.66
2000000568,Starlight Media,2024-12-09,2024-12-12,14880.4,CAD,8630.63
2000000569,BluePrints,2024-11-18,2024-11-18,24442.46,EUR,20776.09
2000000570,Titan Manufacturing,2025-01-20,2025-01-24,24514.22,USD,19366.23
2000000571,Green Energy Co,2024-11-09,2024-11-13,5114.3,GBP,5114.3
2000000572,Nexus Logistics,2025-01-12,2025-01-17,16155.58,EUR,13732.24
2000000573,Fast Travel,2024-11-22,2024-11-21,17034.7,USD,13457.41
2000000574,BluePrints,2025-01-28,2025-02-02,1157.54,USD,914.46
2000000575,Fast Travel,2024-12-20,2024-12-22,5544.36,EUR,4712.71
2000000576,Starlight Media,2024-11-09,2024-11-14,1907.6,CAD,1106.41
2000000577,BluePrints,2024-11-22,2024-11-25,21562.83,AUD,11212.67
2000000578,Green Energy Co,2024-11-21,2024-11-20,3663.87,AUD,1905.21
2000000579,Apex Consulting,2024-11-09,2024-11-13,23899.87,USD,18880.9
2000000580,ABC Supplies,2024-11-27,2024-11-29,11088.92,AUD,5766.24
2000000581,ABC Supplies,2025-01-17,2025-01-19,14893.55,CAD,8638.26
2000000582,Apex Consulting,2024-12-06,2024-12-07,682.36,USD,539.06
2000000583,Apex Consulting,2024-11-09,2024-11-13,15318.79,USD,12101.84
2000000584,Starlight Media,2024-12-13,2024-12-18,11775.01,CAD,6829.51
2000000585,BluePrints,2024-11-12,2024-11-14,16334.33,AUD,8493.85
2000000586,Nexus Logistics,2025-01-29,2025-01-31,10081.71,USD,7964.55
2000000587,Green Energy Co,2024-12-02,2024-12-02,22549.13,AUD,11725.55
2000000588,Apex Consulting,2024-12-20,2024-12-20,17613.79,GBP,17613.79
2000000589,Green Energy Co,2025-01-29,2025-01-27,6372.53,USD,5034.3
2000000590,TechFlow Solutions,2025-01-20,2025-01-22,16833.1,GBP,16833.1
2000000591,Global Office,2025-01-03,2025-01-07,24813.55,CAD,14391.86
2000000592,Fast Travel,2024-12-18,2024-12-17,19007.22,CAD,11024.19
2000000593,Nexus Logistics,2024-12-23,2024-12-28,4538.56,USD,3585.46
2000000594,Starlight Media,2024-11-06,2024-11-11,1154.59,AUD,600.39
2000000595,Green Energy Co,2024-12-14,2024-12-18,21466.44,AUD,11162.55
2000000596,BluePrints,2024-11-02,2024-11-04,3309.73,USD,2614.69
2000000597,Nexus Logistics,2025-01-25,2025-01-30,12376.6,GBP,12376.6
2000000598,Fast Travel,2025-01-10,2025-01-11,17982.75,AUD,9351.03
2000000599,ABC Supplies,2024-12-31,2025-01-02,21118.28,USD,16683.44
2000000600,BluePrints,2025-01-17,2025-01-16,4842.3,GBP,4842.3
2000000601,Starlight Media,2024-12-21,2024-12-21,2400.84,GBP,2400.84
2000000602,TechFlow Solutions,2024-11-20,2024-11-25,9273.13,USD,7325.77
2000000603,BluePrints,2025-01-26,2025-01-27,11330.42,GBP,11330.42
2000000604,Starlight Media,2025-01-22,2025-01-21,10070.15,EUR,8559.63
2000000605,Apex Consulting,2024-11-07,2024-11-05,1692.29,AUD,879.99
2000000606,Global Office,2024-12-02,2024-12-05,22764.53,USD,17983.98
2000000607,Fast Travel,2024-11-03,2024-11-07,1184.63,GBP,1184.63
2000000608,Nexus Logistics,2024-11-25,2024-11-24,5903.91,GBP,5903.91
2000000609,ABC Supplies,2025-02-01,2025-02-01,1578.31,CAD,915.42
2000000610,Fast Travel,2024-12-12,2024-12-15,14270.33,USD,11273.56
2000000611,Titan Manufacturing,2024-11-27,2024-12-01,23503.62,GBP,23503.62
2000000612,Global Office,2024-11-28,2024-11-27,9236.12,USD,7296.53
2000000613,BluePrints,2024-12-22,2024-12-25,793.54,USD,626.9
2000000614,Apex Consulting,2024-11-29,2024-11-28,16620.06,EUR,14127.05
2000000615,Titan Manufacturing,2024-12-18,2024-12-16,2149.62,USD,1698.2
2000000616,Green Energy Co,2024-12-09,2024-12-14,24586.01,GBP,24586.01
2000000617,Starlight Media,2025-01-12,2025-01-12,6672.53,GBP,6672.53
2000000618,Titan Manufacturing,2024-12-12,2024-12-16,17108.56,USD,13515.76
2000000619,Nexus Logistics,2024-11-23,2024-11-26,24461.53,AUD,12720.0
2000000620,Fast Travel,2024-12-13,2024-12-11,15409.07,CAD,8937.26
2000000621,Apex Consulting,2024-12-19,2024-12-20,12833.79,GBP,12833.79
2000000622,Global Office,2024-11-03,2024-11-02,8066.79,AUD,4194.73
2000000623,Global Office,2025-01-19,2025-01-18,1968.11,EUR,1672.89
2000000624,Apex Consulting,2024-12-08,2024-12-09,4215.93,USD,3330.58
2000000625,BluePrints,2024-12-01,2024-12-06,18611.76,EUR,15820.0
2000000626,ABC Supplies,2024-12-06,2024-12-09,16268.25,GBP,16268.25
2000000627,Starlight Media,2024-12-24,2024-12-26,18888.5,USD,14921.92
2000000628,Nexus Logistics,2024-12-14,2024-12-15,5542.53,GBP,5542.53
2000000629,Global Office,2025-01-27,2025-01-28,15397.55,AUD,8006.73
2000000630,Starlight Media,2024-12-12,2024-12-12,11337.84,GBP,11337.84
2000000631,Fast Travel,2025-01-02,2025-01-01,23864.7,GBP,23864.7
2000000632,ABC Supplies,2024-11-27,2024-11-27,2748.11,CAD,1593.9
2000000633,Starlight Media,2024-11-27,2024-11-28,12931.9,AUD,6724.59
2000000634,Apex Consulting,2024-12-10,2024-12-10,18181.01,USD,14363.0
2000000635,Green Energy Co,2024-11-23,2024-11-24,7925.97,CAD,4597.06
2000000636,Apex Consulting,2025-01-21,2025-01-22,7160.59,AUD,3723.51
2000000637,Fast Travel,2024-12-17,2024-12-21,9754.08,AUD,5072.12
2000000638,Apex Consulting,2024-12-25,2024-12-29,19127.95,AUD,9946.53
2000000639,BluePrints,2024-12-19,2024-12-23,21424.03,EUR,18210.43
2000000640,Titan Manufacturing,2025-01-08,2025-01-08,14044.88,USD,11095.46
2000000641,TechFlow Solutions,2024-12-19,2024-12-24,7993.26,EUR,6794.27
2000000642,Green Energy Co,2025-01-11,2025-01-16,2262.52,USD,1787.39
2000000643,Apex Consulting,2024-11-26,2024-11-26,22945.23,GBP,22945.23
2000000644,BluePrints,2025-01-04,2025-01-07,12540.62,AUD,6521.12
2000000645,Green Energy Co,2024-12-18,2024-12-22,12494.0,CAD,7246.52
2000000646,Fast Travel,2024-12-23,2024-12-21,24815.58,GBP,24815.58
2000000647,Green Energy Co,2025-01-12,2025-01-12,5258.59,AUD,2734.47
2000000648,TechFlow Solutions,2025-02-01,2025-02-04,12985.4,AUD,6752.41
2000000649,Nexus Logistics,2025-01-29,2025-01-27,16447.21,AUD,8552.55
2000000650,Global Office,2024-12-02,2024-12-07,1345.44,EUR,1143.62
2000000651,BluePrints,2025-01-29,2025-01-29,6902.6,AUD,3589.35
2000000652,ABC Supplies,2024-12-03,2024-12-04,15252.66,USD,12049.6
2000000653,BluePrints,2024-11-15,2024-11-14,16287.74,AUD,8469.62
2000000654,Green Energy Co,2025-01-30,2025-01-29,13204.16,USD,10431.29
2000000655,Green Energy Co,2024-11-22,2024-11-26,6695.35,EUR,5691.05
2000000656,Starlight Media,2025-01-08,2025-01-12,14858.95,AUD,7726.65
2000000657,Fast Travel,2024-11-14,2024-11-17,20448.59,EUR,17381.3
2000000658,Global Office,2024-12-21,2024-12-23,657.3,USD,519.27
2000000659,Apex Consulting,2024-11-01,2024-10-31,2211.12,AUD,1149.78
2000000660,Starlight Media,2024-12-24,2024-12-26,18459.53,USD,14583.03
2000000661,ABC Supplies,2024-12-18,2024-12-18,17749.16,USD,14021.84
2000000662,Apex Consulting,2024-11-24,2024-11-23,11541.19,USD,9117.54
2000000663,ABC Supplies,2024-11-26,2024-11-24,18872.94,USD,14909.62
2000000664,TechFlow Solutions,2024-12-23,2024-12-28,15857.52,CAD,9197.36
2000000665,Fast Travel,2025-01-21,2025-01-21,2455.34,GBP,2455.34
2000000666,Green Energy Co,2024-11-16,2024-11-18,2074.43,GBP,2074.43
2000000667,Titan Manufacturing,2024-12-01,2024-12-06,12387.26,GBP,12387.26
2000000668,BluePrints,2024-11-08,2024-11-10,18919.07,GBP,18919.07
2000000669,Titan Manufacturing,2024-11-06,2024-11-05,5671.17,GBP,5671.17
2000000670,Green Energy Co,2025-01-17,2025-01-19,23337.15,AUD,12135.32
2000000671,Nexus Logistics,2025-01-17,2025-01-21,8745.48,EUR,7433.66
2000000672,Nexus Logistics,2024-12-01,2024-12-04,16794.42,AUD,8733.1
2000000673,Titan Manufacturing,2024-11-08,2024-11-11,21890.4,GBP,21890.4
2000000674,BluePrints,2024-12-29,2025-01-02,18267.89,USD,14431.63
2000000675,BluePrints,2025-01-17,2025-01-16,21790.63,EUR,18522.04
2000000676,Global Office,2024-12-18,2024-12-23,15649.62,AUD,8137.8
2000000677,Starlight Media,2024-12-23,2024-12-24,576.66,EUR,490.16
2000000678,BluePrints,2025-01-21,2025-01-24,21899.15,EUR,18614.28
2000000679,Apex Consulting,2024-11-30,2024-12-05,10304.05,CAD,5976.35
2000000680,Fast Travel,2024-12-15,2024-12-19,23507.58,AUD,12223.94
2000000681,Fast Travel,2024-12-20,2024-12-22,15375.76,USD,12146.85
2000000682,Starlight Media,2025-01-13,2025-01-11,3632.6,GBP,3632.6
2000000683,TechFlow Solutions,2025-01-26,2025-01-31,4617.29,AUD,2400.99
2000000684,Fast Travel,2025-01-01,2025-01-02,6462.22,USD,5105.15
2000000685,Fast Travel,2024-11-14,2024-11-18,24837.36,GBP,24837.36
2000000686,ABC Supplies,2024-12-12,2024-12-16,19274.57,USD,15226.91
